experiment,sample_size,p_value
476,260,0.6153177803441621
476,960,0.8728269805701633
477,35,0.45854612485874463
477,60,0.8482780963886991
477,110,0.7246822083798787
477,260,0.6123581551366872
477,960,0.628115000203136
478,35,0.28855543737888634
478,60,0.5846968126957874
478,110,0.561952076105608
478,260,0.7531874669118737
478,960,0.7000659168501004
479,35,0.9597425058204581
479,60,0.9544136787553372
479,110,0.6226545764518181
479,260,0.8832755944873063
479,960,0.691020360936055
480,35,0.7078504877315546
480,60,0.6211946329924187
480,110,0.9040857585262905
480,260,0.8578448114269639
480,960,0.7615060411444912
481,35,0.7966995946248058
481,60,0.551324388308059
481,110,0.751428232990731
481,260,0.33946212089140354
481,960,0.43113813972473186
482,35,0.8499868069850838
482,60,0.796581943070986
482,110,0.6186744080192309
482,260,0.4316726059667034
482,960,0.6070768100285476
483,35,0.2881820828917229
483,60,0.3625842633617221
483,110,0.41220377859203716
483,260,0.767173517716061
483,960,0.9985842405773452
484,35,0.8776495277368698
484,60,0.7654685446943734
484,110,0.1864698458532904
484,260,0.8357006386642979
484,960,0.604171606620713
485,35,0.9289198341593717
485,60,0.30389050696080394
485,110,0.333138924007041
485,260,0.18272306495999624
485,960,0.304896122652309
486,35,0.3224327551927306
486,60,0.6357089872252419
486,110,0.8635207964975021
486,260,0.6033855719088259
486,960,0.10689318602003745
487,35,0.5990430227120354
487,60,0.36767772955828937
487,110,0.6763817893109438
487,260,0.21972147937368275
487,960,0.12369063175359805
488,35,0.2602662788216328
488,60,0.5600133868856141
488,110,0.5027525378528699
488,260,0.6592870595276291
488,960,0.6583868965610862
489,35,0.759792977746607
489,60,0.36388761831654015
489,110,0.6852484678775214
489,260,0.8025221532186291
489,960,0.4438635259786528
490,35,0.8908872555259781
490,60,0.7550993385970616
490,110,0.3770560861157034
490,260,0.28853197422771437
490,960,0.7093778121507596
491,35,0.6847227639479133
491,60,0.19987117682899547
491,110,0.2822894660424551
491,260,0.4257549078935419
491,960,0.5806119464887265
492,35,0.9128903488250625
492,60,0.9646195514457582
492,110,0.9833583772557581
492,260,0.9336008507530236
492,960,0.5632974105560676
493,35,0.4330287132120359
493,60,0.4914361798020732
493,110,0.3367938301589539
493,260,0.8673735213435949
493,960,0.4474342574874328
494,35,0.9282729874196323
494,60,0.8651116842095279
494,110,0.4240522971577017
494,260,0.38760662803231727
494,960,0.8851691978054165
495,35,0.3234863786017428
495,60,0.06376517224128873
495,110,0.06291535334048076
495,260,0.035914199537767075
495,960,0.2276192505740775
496,35,0.13288820596553003
496,60,0.14073956287960473
496,110,0.29990835606083266
496,260,0.017271207012659988
496,960,0.134029794998087
497,35,0.25925639251297294
497,60,0.26263881909660297
497,110,0.1789062927649654
497,260,0.5848090665502064
497,960,0.13391352538949358
498,35,0.7727099772115393
498,60,0.5964128946472549
498,110,0.42849677685949994
498,260,0.2604509225626799
498,960,0.8709665612710895
499,35,0.6192538613123482
499,60,0.5434321568815285
499,110,0.46695903471428185
499,260,0.19620054545986
499,960,0.5546645634503081
500,35,0.9862957971177062
500,60,0.9835051225111047
500,110,0.9958252103527703
500,260,0.9324954783902473
500,960,0.6083318598992218
501,35,0.8673981199359557
501,60,0.46308692537384555
501,110,0.35653966252937963
501,260,0.5036668832834971
501,960,0.45879663009344596
502,35,0.48968141395144765
502,60,0.32604834261449317
502,110,0.035905670188287185
502,260,0.15273582516949957
502,960,0.7244544159929318
503,35,0.5744124286822677
503,60,0.5360223462770264
503,110,0.17212774177636864
503,260,0.04115718693356795
503,960,0.040555252843640144
504,35,0.01731779579457208
504,60,0.06541932431417169
504,110,0.19018055074906914
504,260,0.32732891713831724
504,960,0.5353268436896084
505,35,0.13082582356795894
505,60,0.17661648401815117
505,110,0.38584693038065676
505,260,0.11956199640542868
505,960,0.44004068969180343
506,35,0.02523322435965442
506,60,0.04969302802024871
506,110,0.16570049686346644
506,260,0.06747285548229866
506,960,0.09966556553144816
507,35,0.1472228515425638
507,60,0.09837701930632099
507,110,0.04959584918429429
507,260,0.06731837574813217
507,960,0.3977437567379682
508,35,0.06639535658250133
508,60,0.04857164815402337
508,110,0.5686137298402412
508,260,0.6611435637986718
508,960,0.6017008944904643
509,35,0.5103628898510582
509,60,0.39659826752845273
509,110,0.30830642279325543
509,260,0.7051401139748026
509,960,0.5556752631012042
510,35,0.9049808483552715
510,60,0.8245767688281709
510,110,0.9826337688459131
510,260,0.9562462825326472
510,960,0.2556605254585448
511,35,0.5185089085326838
511,60,0.13447682209207504
511,110,0.06847847466281365
511,260,0.38752741432660925
511,960,0.6442115711064373
512,35,0.08511208095515325
512,60,0.13828610010565576
512,110,0.21912025227440196
512,260,0.3567039071060881
512,960,0.47815246709886694
513,35,0.6274601905985017
513,60,0.8941654543158142
513,110,0.9121922941467371
513,260,0.7128826003283991
513,960,0.8386877583442724
514,35,0.7664434979903891
514,60,0.6770905964426116
514,110,0.5089366178160872
514,260,0.17803210206668096
514,960,0.9433084685443208
515,35,0.4864065419258309
515,60,0.6145867298500851
515,110,0.3861163133859327
515,260,0.8201284452200461
515,960,0.9672956341645663
516,35,0.6590792875816265
516,60,0.3511307610007065
516,110,0.23376902398633653
516,260,0.36213649672945813
516,960,0.5665964521743407
517,35,0.7359447275975163
517,60,0.9484768266951427
517,110,0.9802224153911714
517,260,0.9547654203088647
517,960,0.9526790314534834
518,35,0.5124593901042146
518,60,0.9053948345613139
518,110,0.6756178816177587
518,260,0.2972409367634502
518,960,0.05081883792423834
519,35,0.9412056435066483
519,60,0.5303229210798033
519,110,0.39257225923513484
519,260,0.017952381862739907
519,960,0.004114210658908561
520,35,0.08252335210012682
520,60,0.09858181832647642
520,110,0.23949952969063681
520,260,0.11166545196670148
520,960,0.1561108598008274
521,35,0.3398867784884092
521,60,0.43838521458028723
521,110,0.4298973346574915
521,260,0.07917679454503332
521,960,0.5067785589489516
522,35,0.4855527542423547
522,60,0.33781669902491385
522,110,0.6319617080137745
522,260,0.7681195877314928
522,960,0.35956844781982705
523,35,0.4841229651935063
523,60,0.5597620686012794
523,110,0.5098214199275641
523,260,0.6038906903526527
523,960,0.8290833273765168
524,35,0.7834220065037358
524,60,0.406812696601065
524,110,0.19459727893727563
524,260,0.05153095263002896
524,960,0.4875133951750945
525,35,0.6654371093575282
525,60,0.7337726987967119
525,110,0.48283397547651363
525,260,0.21089112618460815
525,960,0.06657573844934658
526,35,0.5146816433882042
526,60,0.6465789239105686
526,110,0.5387469961976491
526,260,0.7765026737626315
526,960,0.12099287187399406
527,35,0.1846885132575693
527,60,0.32086830742073125
527,110,0.5206869537902241
527,260,0.35682155845773667
527,960,0.824253229856944
528,35,0.3676254269106588
528,60,0.15166240546112392
528,110,0.545144928053389
528,260,0.022216707730622995
528,960,0.05291414329442304
529,35,0.8477555028535737
529,60,0.5919941615869
529,110,0.4003337517159626
529,260,0.1192393501860351
529,960,7.247088079495783e-4
530,35,0.347812781256735
530,60,0.537754481248424
530,110,0.16104904704467332
530,260,0.033314339951547305
530,960,0.32524356264572485
531,35,0.9128651431220411
531,60,0.7900743756838355
531,110,0.6794055512066419
531,260,0.4833486421422617
531,960,0.13886233230333678
532,35,0.6200475739893025
532,60,0.6841334750866812
532,110,0.7416642959184343
532,260,0.8514726492112435
532,960,0.8550173592156924
533,35,0.6487431083297988
533,60,0.5981306099509841
533,110,0.39085692581001147
533,260,0.6562942400749746
533,960,0.6542018854267808
534,35,0.6880749903870009
534,60,0.9476160273894259
534,110,0.9609194832951999
534,260,0.6646014783873474
534,960,0.25814518885662613
535,35,0.8182077790066811
535,60,0.661438854108805
535,110,0.5680683034067217
535,260,0.531908269946868
535,960,0.7307675019647628
536,35,0.06623421063061458
536,60,0.04280495777605499
536,110,0.037676263951326186
536,260,0.016869824342628424
536,960,0.03282847027386251
537,35,0.1540850808995926
537,60,0.8261276921816602
537,110,0.9357202035205789
537,260,0.9574961617740905
537,960,0.9979038436801244
538,35,0.09478597706551418
538,60,0.11226159864869767
538,110,0.08224052948600781
538,260,0.21497397331478707
538,960,0.21882810555387033
539,35,0.9794326938318184
539,60,0.9262541163166709
539,110,0.8797338560945903
539,260,0.3135762650084544
539,960,0.7122412700676639
540,35,0.5054108448787243
540,60,0.6658985484977961
540,110,0.5572297114674026
540,260,0.6584295740181229
540,960,0.2968458669704195
541,35,0.7790537675623366
541,60,0.908969640715823
541,110,0.8991851428466962
541,260,0.46365349995118843
541,960,0.785677312102695
542,35,0.3434219020524402
542,60,0.23241101701652062
542,110,0.47548520008887596
542,260,0.13093747498937244
542,960,0.18624735795105257
543,35,0.8017708704765161
543,60,0.9518158063399483
543,110,0.9013796098085687
543,260,0.7687207490498078
543,960,0.11130002118823694
544,35,0.108947442832028
544,60,0.017709322510915386
544,110,0.2952760666024974
544,260,0.16898256922285948
544,960,0.7430722404452609
545,35,0.8766984306852555
545,60,0.6384511678397837
545,110,0.3028203432713027
545,260,0.6095613758467504
545,960,0.4981153300330774
546,35,0.8461439758271518
546,60,0.8762082822299688
546,110,0.779489450251782
546,260,0.6700790620639705
546,960,0.23992725092356787
547,35,0.46748323101121436
547,60,0.06485350308366657
547,110,0.4396913545778953
547,260,0.47637744521122566
547,960,0.33887537475676544
548,35,0.8053412199890411
548,60,0.8849111024829377
548,110,0.7966487012004677
548,260,0.8195048642276912
548,960,0.6232732579571131
549,35,0.49908273310772555
549,60,0.1663377372932366
549,110,0.15213804186475358
549,260,0.11147307280032173
549,960,0.465920085622585
550,35,0.644532703976548
550,60,0.6679582306837856
550,110,0.3542067418453277
550,260,0.17698473061869163
550,960,0.6922865362571782
551,35,0.3793084386291695
551,60,0.5940898345170724
551,110,0.7736390514400724
551,260,0.8986585879235981
551,960,0.9899067304759908
552,35,0.12714778176911254
552,60,0.16732452687828048
552,110,0.5444845115207316
552,260,0.08241015831128287
552,960,0.03922315234881972
553,35,0.9421479435297588
553,60,0.733896878156145
553,110,0.9639886631033356
553,260,0.7183801295758071
553,960,0.3688986922018238
554,35,0.9855379717040624
554,60,0.5493437532215354
554,110,0.5781581077997525
554,260,0.6385587256218442
554,960,0.807427893295972
555,35,0.08206674513164981
555,60,0.2301433891726225
555,110,0.10215168335496418
555,260,0.276896180455226
555,960,0.2683781649567807
556,35,0.8292277952916298
556,60,0.8342406376387843
556,110,0.8636268553841746
556,260,0.5745057299789114
556,960,0.7019066484969205
557,35,0.36808899579558696
557,60,0.3888703821342223
557,110,0.8416837932781993
557,260,0.9537558968330598
557,960,0.7974160710275449
558,35,0.9722556937195864
558,60,0.8479466622500639
558,110,0.6365846711376072
558,260,0.0721928225295723
558,960,0.19856723816843536
559,35,0.8880305270670938
559,60,0.9743022005666016
559,110,0.8731881536026153
559,260,0.8593725905829108
559,960,0.8576442458662468
560,35,0.09864937010971131
560,60,0.04602595456651646
560,110,0.10865068366862027
560,260,0.43430005153739215
560,960,0.439983647187425
561,35,0.2932979325467645
561,60,0.49295723910148453
561,110,0.8982246956760278
561,260,0.851000263015944
561,960,0.8376008106035013
562,35,0.12859537691153655
562,60,0.04400097207885079
562,110,0.34899136998183555
562,260,0.3007420909171191
562,960,0.6826419160055734
563,35,0.7859636620537827
563,60,0.591448703979848
563,110,0.6121881930880567
563,260,0.5604822118524362
563,960,0.9411344705680276
564,35,0.044462694928442646
564,60,0.2555701077543301
564,110,0.6738949688843975
564,260,0.6261517863045123
564,960,0.7434780587580985
565,35,0.23633344717301946
565,60,0.19471726381504945
565,110,0.33902813193477965
565,260,0.38301663299905897
565,960,0.9008491601979542
566,35,0.3627749026824707
566,60,0.8495318481026608
566,110,0.5876810413180866
566,260,0.32740297590743306
566,960,0.8289237658770305
567,35,0.3373727507516885
567,60,0.4306670476654185
567,110,0.220860905287042
567,260,0.23247550334745104
567,960,0.01853497863516323
568,35,0.42399911961188036
568,60,0.2705296733136553
568,110,0.6428057745152044
568,260,0.9520182877069164
568,960,0.7717478122765488
569,35,0.01129991618284034
569,60,0.034336290070274396
569,110,0.012472842094154044
569,260,0.008189475306946022
569,960,0.10497816976985769
570,35,0.4265293425055082
570,60,0.18024206321298536
570,110,0.06386080146970895
570,260,0.07844593226734017
570,960,0.7317483520512958
571,35,0.9002201520728799
571,60,0.951671462682846
571,110,0.8324690725064233
571,260,0.45603589031792824
571,960,0.18837417237201698
572,35,0.45996935414311346
572,60,0.9051398996852896
572,110,0.942194820525562
572,260,0.8509540655743629
572,960,0.807868632090962
573,35,0.14609196628365134
573,60,0.6381015012381168
573,110,0.6953497265256198
573,260,0.5526827531717912
573,960,0.03221912532449909
574,35,0.5150142528496594
574,60,0.559897984977419
574,110,0.4798271838415624
574,260,0.767830845500628
574,960,0.4846127906428797
575,35,0.32584063068322416
575,60,0.583098394634294
575,110,0.3506077993391774
575,260,0.5142298752130017
575,960,0.9293910379404993
576,35,0.9043409043304257
576,60,0.978381508958689
576,110,0.886971485095744
576,260,0.9943831077054965
576,960,0.9608477917755145
577,35,0.9895461776320232
577,60,0.9204451397070998
577,110,0.9939253583354829
577,260,0.9799371474359626
577,960,0.9685941130860796
578,35,0.45357973230860027
578,60,0.4278425189259663
578,110,0.5956311172382444
578,260,0.15251348179221366
578,960,0.47375239287028237
579,35,0.1499564427762557
579,60,0.19163428812461714
579,110,0.39464157945942446
579,260,0.5488298809211776
579,960,0.746330460705671
580,35,0.4142886963508372
580,60,0.24564637804351752
580,110,0.5007585722249003
580,260,0.6068564707952611
580,960,0.7550156481230255
581,35,0.9161720303460349
581,60,0.7186194915388029
581,110,0.7676220227048398
581,260,0.8215078682301771
581,960,0.9274387900272419
582,35,0.31947006932129984
582,60,0.6504240693309653
582,110,0.7484560466826108
582,260,0.5328001220685612
582,960,0.6163768268513967
583,35,0.24451686737986966
583,60,0.4414147106288063
583,110,0.14125125345706502
583,260,0.14214334123504246
583,960,0.9170227171604144
584,35,0.6431793428361392
584,60,0.5895955895543536
584,110,0.16282851277588517
584,260,0.23712054446066289
584,960,0.24605870959357606
585,35,0.19331506586071312
585,60,0.09558883909942491
585,110,0.42807784059687504
585,260,0.477769771084966
585,960,0.2653089432890681
586,35,0.6917958421792332
586,60,0.8768799968234233
586,110,0.6483791797740132
586,260,0.8881065529827821
586,960,0.5299703674291999
587,35,0.4456480502067445
587,60,0.12142872534027177
587,110,0.27378746711033175
587,260,0.2967347305498291
587,960,0.5869435012057513
588,35,0.6093681403243754
588,60,0.6403586512614359
588,110,0.7044388347506934
588,260,0.42619185344062127
588,960,0.04518244996650452
589,35,0.3156246337310759
589,60,0.45224138831253424
589,110,0.11091048198991084
589,260,0.6608880054013198
589,960,0.26673093581568497
590,35,0.5034630703121713
590,60,0.3242238452293218
590,110,0.2777383097257233
590,260,0.13227748703852563
590,960,0.10968587213623944
591,35,0.4594910312101831
591,60,0.11403846882398531
591,110,0.3873089947715406
591,260,0.4050008890127147
591,960,0.5210250899077709
592,35,0.27007963975822624
592,60,0.36151852811119534
592,110,0.2460781029671591
592,260,0.12769003249098113
592,960,0.5525076183167115
593,35,0.17444480991167216
593,60,0.40243799338058656
593,110,0.7192803552870399
593,260,0.6587242063058305
593,960,0.6614586150964178
594,35,0.1842118603131303
594,60,0.6030047080155341
594,110,0.5132867418046022
594,260,0.3850821345320814
594,960,0.1113490978850885
595,35,0.4004792113539024
595,60,0.41881358773403055
595,110,0.7628049925178397
595,260,0.7457435339319013
595,960,0.47435001859501646
596,35,0.1656504796101786
596,60,0.18193560747496063
596,110,0.3898570158207796
596,260,0.41027467142768514
596,960,0.38821579889441143
597,35,0.846985060966194
597,60,0.805091900608065
597,110,0.5358612664869231
597,260,0.8271353892470206
597,960,0.5758598507550349
598,35,0.5683570230960499
598,60,0.6376864168960055
598,110,0.562743960516948
598,260,0.973694052729887
598,960,0.4564941531805642
599,35,0.7438904754500968
599,60,0.8545267349811888
599,110,0.7655927824763831
599,260,0.947070885907885
599,960,0.5050625451382613
600,35,0.8632303591967598
600,60,0.390632398228866
600,110,0.1433475138831225
600,260,0.011729651892295766
600,960,6.278450227587075e-4
601,35,0.02870409007673942
601,60,0.019533550597630706
601,110,0.12163178168132834
601,260,0.44320530488470733
601,960,0.77437579960606
602,35,0.024743905498792202
602,60,0.06668620697145614
602,110,0.1375511749303887
602,260,0.3184703627004891
602,960,0.44780260360985746
603,35,0.7457021630739129
603,60,0.8636300299966697
603,110,0.6482118848048173
603,260,0.8683345747949874
603,960,0.7239658192375829
604,35,0.3816279367505953
604,60,0.7929416221807479
604,110,0.8199368708798465
604,260,0.7402402507062303
604,960,0.7506428109878065
605,35,0.4383228191207359
605,60,0.4667711245722621
605,110,0.6688536512003367
605,260,0.34373119666420787
605,960,0.5461837763436075
606,35,0.04524768804118535
606,60,0.13632222362543964
606,110,0.08767321429564202
606,260,0.21037620989759748
606,960,0.21392291549929093
607,35,0.7487406352952993
607,60,0.47430310323992636
607,110,0.5025623401654271
607,260,0.10141680977955193
607,960,0.20581542359917177
608,35,0.21158433946461963
608,60,0.44279486042953886
608,110,0.34855903028923396
608,260,0.687278180996902
608,960,0.22328771970183375
609,35,0.5221491937876853
609,60,0.3062079221036059
609,110,0.11476650076115297
609,260,0.7065323295517055
609,960,0.43693955760589887
610,35,0.01957818427880841
610,60,0.007793436327893158
610,110,0.08373856586012701
610,260,0.8331910814119377
610,960,0.5346059695081128
611,35,0.4170822189495279
611,60,0.7515942797497501
611,110,0.7876526542138795
611,260,0.5667403785309133
611,960,0.2666449880582274
612,35,0.17696084455032973
612,60,0.03598126485619256
612,110,0.006327612956683635
612,260,0.41967598859055394
612,960,0.5314212173328609
613,35,0.005134965143683047
613,60,0.0684361428818808
613,110,0.00215459483017872
613,260,0.09937358501943029
613,960,0.6119459900923983
614,35,0.9082458957151085
614,60,0.9302939426317955
614,110,0.9898402111865935
614,260,0.7102196700825991
614,960,0.6296208012804876
615,35,0.4020671086411943
615,60,0.6599590204802415
615,110,0.7019279309366824
615,260,0.9770688305855229
615,960,0.974860155947034
616,35,0.567176318063138
616,60,0.6407045637702605
616,110,0.5749717819623539
616,260,0.38610944938188846
616,960,0.9450130187676086
617,35,0.8501949111701818
617,60,0.9473962893712159
617,110,0.972656214097857
617,260,0.7974567004701372
617,960,0.8477390520229362
618,35,0.6900790165889369
618,60,0.8116478281177227
618,110,0.8127431549326769
618,260,0.5237423502867732
618,960,0.16928061212932993
619,35,0.5752904612623277
619,60,0.38744797245133966
619,110,0.5769193788413389
619,260,0.054056960161209304
619,960,0.8596105478923194
620,35,0.3046291905376177
620,60,0.1880848070547349
620,110,0.5685939062369672
620,260,0.6201184701326697
620,960,0.9757201600127654
621,35,0.5613294145634402
621,60,0.5618323097359393
621,110,0.07577246207919773
621,260,0.048894321615687845
621,960,0.16335452893562308
622,35,0.35040032712676555
622,60,0.5957313597756952
622,110,0.4944270507416004
622,260,0.35811456716467105
622,960,0.49728280936930847
623,35,0.7841981825100124
623,60,0.9042188492619372
623,110,0.7158635355307985
623,260,0.8989171577880914
623,960,0.8646375860021758
624,35,0.12755402560508675
624,60,0.21931246467506488
624,110,0.40131748130766437
624,260,0.13265927579642495
624,960,0.04128439399788079
625,35,0.011826162948022714
625,60,0.0934084676908001
625,110,0.24230974410499245
625,260,0.11805702485815896
625,960,0.3672366261228605
626,35,0.8960761131827446
626,60,0.8388709442439337
626,110,0.9814097432678173
626,260,0.6168616933251977
626,960,0.5416774604569718
627,35,0.1619897290647781
627,60,0.3021033570604622
627,110,0.612664538869801
627,260,0.15979343098668405
627,960,0.5804536506565776
628,35,0.8206682761008225
628,60,0.6730120702312425
628,110,0.5423467045657253
628,260,0.6389736962512689
628,960,0.20992119656530034
629,35,0.12284558962876976
629,60,0.3492747410396009
629,110,0.6366881377624608
629,260,0.30862362770831275
629,960,0.8175579617747537
630,35,0.15225941256058023
630,60,0.2526060517314984
630,110,0.745494310980862
630,260,0.5600113751393988
630,960,0.7592315919288102
631,35,0.1056637019473295
631,60,0.06008054348440111
631,110,0.10411566410873457
631,260,0.46172074436947386
631,960,0.46468374086323533
632,35,0.5400505561811421
632,60,0.7951005371207596
632,110,0.9563186454124144
632,260,0.7373279044701355
632,960,0.8682485147507343
633,35,0.7599930574359037
633,60,0.7958917363670819
633,110,0.8496408157172831
633,260,0.8022648943477235
633,960,0.8704701123393527
634,35,0.1315333277254508
634,60,0.4910621316287787
634,110,0.3188078792287493
634,260,0.6455365680072709
634,960,0.8705102253479164
635,35,0.848681491155866
635,60,0.7455373789816637
635,110,0.6405519581695368
635,260,0.8064036239802845
635,960,0.41493234320482236
636,35,0.9898164487032433
636,60,0.9943954433965203
636,110,0.9751847495236288
636,260,0.9929489584269634
636,960,0.8979678433534979
637,35,0.3069269732387263
637,60,0.1413213954619482
637,110,0.14881816685735544
637,260,0.03941312608028603
637,960,0.09488703385739705
638,35,0.23139786898430958
638,60,0.4166080829693375
638,110,0.6561022624180534
638,260,0.2079434500086168
638,960,0.061865891604187366
639,35,0.4699251249844948
639,60,0.6722510305784714
639,110,0.33454828591187125
639,260,0.3766267021743201
639,960,0.44798454176186836
640,35,0.08835387910950189
640,60,0.47451578601315625
640,110,0.5463462223324315
640,260,0.6874368098269492
640,960,0.261399135872151
641,35,0.3688493080845494
641,60,0.08376077582209075
641,110,0.09643605827574017
641,260,0.3326597105746456
641,960,0.30135275734504985
642,35,0.5136154369561381
642,60,0.38479538351558984
642,110,0.11421466944877919
642,260,0.18538610435152153
642,960,0.5925445634555531
643,35,0.04814365658703134
643,60,0.1743544375481086
643,110,0.5443633241524013
643,260,0.6868105292692462
643,960,0.46464943194408537
644,35,0.3123301819314787
644,60,0.529161254696874
644,110,0.6076816102341188
644,260,0.8099762011094594
644,960,0.1930089907525006
645,35,0.3546803733532421
645,60,0.7249975300556364
645,110,0.978607865134625
645,260,0.8337555134226337
645,960,0.7152483038436116
646,35,0.32036180376487156
646,60,0.22703045768103502
646,110,0.2876387417627875
646,260,0.12879221510581915
646,960,0.3124788286800816
647,35,0.5782682596028013
647,60,0.2855281983131891
647,110,0.35648483174261136
647,260,0.5948414192196352
647,960,0.6307108102127525
648,35,0.9817774167894803
648,60,0.9818209601976836
648,110,0.8436002327397436
648,260,0.9835288194381993
648,960,0.8525470666753221
649,35,0.43462797219890514
649,60,0.6273855277590749
649,110,0.7858198329358783
649,260,0.9090802117402187
649,960,0.8091642121581455
650,35,0.9772381429280359
650,60,0.7972559967935882
650,110,0.3513296701684605
650,260,0.10276895837722115
650,960,0.4154532384985858
651,35,0.9862282168817624
651,60,0.9099609772097063
651,110,0.8514694009320829
651,260,0.7901177477950077
651,960,0.28839373572263177
652,35,0.1204766137257619
652,60,0.010910090744898938
652,110,0.12206520849839225
652,260,0.07615925104349752
652,960,0.0641775225033966
653,35,0.49067839871821406
653,60,0.4606860312652725
653,110,0.8677910107835596
653,260,0.818386661636625
653,960,0.6250997393059374
654,35,0.5870492978592813
654,60,0.4550216021536906
654,110,0.5888604189845861
654,260,0.8517528023851345
654,960,0.9582998061587151
655,35,0.2722482269596125
655,60,0.36217797812651986
655,110,0.3732472272968884
655,260,0.25456145661811813
655,960,0.08754301292708194
656,35,0.47611278502048254
656,60,0.16776867901379344
656,110,0.14714159383910883
656,260,0.4691642067995858
656,960,0.2003815692611285
657,35,0.5428482161721819
657,60,0.33767440102910296
657,110,0.3756167098232862
657,260,0.21541536038064568
657,960,0.11371426352322096
658,35,0.4202778520155843
658,60,0.48394375318613003
658,110,0.5358478306577074
658,260,0.1736374083694111
658,960,0.4435868136020019
659,35,0.7000168824165265
659,60,0.8832920992459223
659,110,0.6979636927584273
659,260,0.8927365561996736
659,960,0.5487753611930423
660,35,0.24918718633716536
660,60,0.5070516709420405
660,110,0.133763681117267
660,260,0.35697015613177097
660,960,0.613865278989302
661,35,0.9866720608064204
661,60,0.8138862338456133
661,110,0.40209865552568846
661,260,0.12890952821871296
661,960,0.04516888806475827
662,35,0.01796255465647527
662,60,0.03611524846475647
662,110,0.039880797216241645
662,260,0.027609285411252238
662,960,0.8349838662282516
663,35,0.28305719262958073
663,60,0.2023567909582646
663,110,0.02004351758666799
663,260,0.35546558177389026
663,960,0.5641644794141224
664,35,0.9213956357161952
664,60,0.4935223779124025
664,110,0.8962164709750726
664,260,0.8788856822849963
664,960,0.35242830723320434
665,35,0.9175979645798416
665,60,0.9280943030861593
665,110,0.8802860764415961
665,260,0.5327697645460818
665,960,0.12905967808216612
666,35,0.3467190362604864
666,60,0.5668368798634404
666,110,0.5551648526951023
666,260,0.15015523299152564
666,960,0.04001400503310117
667,35,0.8660314165627011
667,60,0.3150955209626858
667,110,0.16416146362720785
667,260,0.3029622458223008
667,960,0.21937525157419224
668,35,0.2266096927468969
668,60,0.023538917478999315
668,110,0.15155807861953743
668,260,0.4947228557777309
668,960,0.17567730294408312
669,35,0.34247618908024896
669,60,0.7867711436628914
669,110,0.7912275644819728
669,260,0.8261400451739668
669,960,0.5110353555386271
670,35,0.008653872259493952
670,60,0.007942116150836067
670,110,0.07581500634962586
670,260,0.20526674082754853
670,960,0.17187265031783017
671,35,0.006847500426011896
671,60,0.031974202505538
671,110,0.142590146378973
671,260,0.2583397278849583
671,960,0.11236379694152648
672,35,0.042959924867733354
672,60,0.054326392350891636
672,110,0.04538524150019574
672,260,0.09849753938273556
672,960,0.4849458110803654
673,35,0.7962445237882332
673,60,0.5159334744352776
673,110,0.7484055594146003
673,260,0.6817265469232852
673,960,0.2089866127105645
674,35,0.8771760952668431
674,60,0.9414583666727512
674,110,0.9802346164554357
674,260,0.8719615046391871
674,960,0.5704155012070367
675,35,0.9849759210074922
675,60,0.99606012650385
675,110,0.9980394244042089
675,260,0.9967687994070817
675,960,0.9229529888566405
676,35,0.33819343290923076
676,60,0.8118967189440225
676,110,0.5409387868639748
676,260,0.5424140159276716
676,960,0.05362819783492189
677,35,0.1617887379210331
677,60,0.46327055489486024
677,110,0.6079461628765959
677,260,0.5655135123791037
677,960,0.6479251592402661
678,35,0.18979532724843812
678,60,0.08016184655082444
678,110,0.07669120091697168
678,260,0.03699560297384095
678,960,0.7038573469455791
679,35,0.2770958806737105
679,60,0.43462600903794063
679,110,0.4149992462235071
679,260,0.4139024322214351
679,960,0.5595547807852651
680,35,0.367562269695916
680,60,0.22336061866232937
680,110,0.421232499765738
680,260,0.68084206779071
680,960,0.930735081291058
681,35,0.3292876394449102
681,60,0.7724340109980423
681,110,0.8368261483076401
681,260,0.8967277613500593
681,960,0.8996760320288787
682,35,0.10038314820511986
682,60,0.351488301796975
682,110,0.3706321902584602
682,260,0.7440389685699965
682,960,0.7245660561269772
683,35,0.6571552868392936
683,60,0.8247602280010073
683,110,0.4949634954881694
683,260,0.6774013998711851
683,960,0.35299910286803216
684,35,0.6099878292587417
684,60,0.3492317359376003
684,110,0.6636238205165712
684,260,0.7850579505010553
684,960,0.551003617137858
685,35,0.9314437399815758
685,60,0.8408505006168367
685,110,0.7099224689410403
685,260,0.8204566307893075
685,960,0.3892358506621812
686,35,0.2901305871692334
686,60,0.5418111497602268
686,110,0.096443372287652665
686,260,0.5118905572119524
686,960,0.5273474658309192
687,35,0.3875601493447121
687,60,0.4942035994660981
687,110,0.31692503332554467
687,260,0.6241162011893071
687,960,0.5719885923464418
688,35,0.36194557199777355
688,60,0.5110586686942133
688,110,0.6080936656982536
688,260,0.3727994896130019
688,960,0.5614896067908188
689,35,0.7089117585366773
689,60,0.9780056865277627
689,110,0.9961674094053994
689,260,0.8637194330602767
689,960,0.6570924359104825
690,35,0.33887278258824316
690,60,0.6400585900839357
690,110,0.9492366179825695
690,260,0.9336263655199623
690,960,0.8901757204424922
691,35,0.1125972028522926
691,60,0.19442331588762862
691,110,0.1596168970298299
691,260,0.0831352562860003
691,960,0.07564293473277073
692,35,0.12140709623600751
692,60,0.08773337112412002
692,110,0.016297647904382203
692,260,0.020813855722083704
