"sample_id","replicate","diameter"
1,197,10.16
1,197,7.62
1,197,35.56
1,197,22.86
1,197,33.02
1,197,53.975
1,197,7.62
1,197,99.06
1,197,45.72
1,197,7.62
1,197,99.06
1,197,7.62
1,197,63.5
1,197,46.355
1,197,44.45
1,197,33.02
1,197,50.8
1,197,35.56
1,198,40.64
1,198,24.13
1,198,8.89
1,198,35.56
1,198,81.28
1,198,53.975
1,198,7.62
1,198,10.16
1,198,33.02
1,198,53.975
1,198,63.5
1,198,8.89
1,198,99.06
1,198,45.72
1,198,63.5
1,198,63.5
1,198,53.975
1,198,10.16
1,198,22.86
1,198,40.64
1,198,7.62
1,198,7.62
1,198,30.48
1,198,33.02
1,198,40.64
1,198,35.56
1,198,63.5
1,198,7.62
1,198,35.56
1,198,33.02
1,199,30.48
1,199,33.02
1,199,33.02
1,199,22.86
1,199,19.05
1,199,35.56
1,199,22.86
1,199,50.8
1,199,40.64
1,199,7.62
1,199,10.16
1,199,7.62
1,199,33.02
1,199,63.5
1,199,55.88
1,199,10.16
1,199,55.88
1,199,7.62
1,199,45.72
1,199,7.62
1,199,53.975
1,199,8.89
1,199,55.88
1,199,40.64
1,199,81.28
1,199,7.62
1,199,10.16
1,199,44.45
1,199,50.8
1,199,27.94
1,200,33.02
1,200,19.05
1,200,7.62
1,200,35.56
1,200,33.02
1,200,24.13
1,200,22.86
1,200,27.94
1,200,35.56
1,200,81.28
1,200,7.62
1,200,46.355
1,200,53.975
1,200,81.28
1,200,8.89
1,200,30.48
1,200,7.62
1,200,53.975
1,200,7.62
1,200,7.62
1,200,45.72
1,200,22.86
1,200,30.48
1,200,35.56
1,200,7.62
1,200,33.02
1,200,15.24
1,200,7.62
1,200,15.24
1,200,27.94
1,201,30.48
1,201,45.72
1,201,99.06
1,201,24.13
1,201,99.06
1,201,10.16
1,201,7.62
1,201,99.06
1,201,27.94
1,201,10.16
1,201,50.8
1,201,45.72
1,201,8.89
1,201,27.94
1,201,46.355
1,201,50.8
1,201,8.89
1,201,7.62
1,201,45.72
1,201,33.02
1,201,99.06
1,201,81.28
1,201,55.88
1,201,7.62
1,201,19.05
1,201,30.48
1,201,10.16
1,201,19.05
1,201,40.64
1,201,63.5
1,202,7.62
1,202,7.62
1,202,81.28
1,202,45.72
1,202,30.48
1,202,15.24
1,202,35.56
1,202,99.06
1,202,7.62
1,202,40.64
1,202,40.64
1,202,35.56
1,202,8.89
1,202,33.02
1,202,10.16
1,202,27.94
1,202,10.16
1,202,99.06
1,202,46.355
1,202,22.86
1,202,35.56
1,202,46.355
1,202,30.48
1,202,27.94
1,202,46.355
1,202,53.975
1,202,81.28
1,202,7.62
1,202,53.975
1,202,44.45
1,203,7.62
1,203,27.94
1,203,33.02
1,203,15.24
1,203,10.16
1,203,40.64
1,203,7.62
1,203,44.45
1,203,40.64
1,203,53.975
1,203,10.16
1,203,10.16
1,203,10.16
1,203,30.48
1,203,10.16
1,203,33.02
1,203,50.8
1,203,24.13
1,203,33.02
1,203,10.16
1,203,8.89
1,203,53.975
1,203,7.62
1,203,44.45
1,203,63.5
1,203,55.88
1,203,44.45
1,203,27.94
1,203,35.56
1,203,10.16
1,204,40.64
1,204,7.62
1,204,33.02
1,204,22.86
1,204,7.62
1,204,99.06
1,204,22.86
1,204,55.88
1,204,35.56
1,204,7.62
1,204,35.56
1,204,81.28
1,204,8.89
1,204,50.8
1,204,7.62
1,204,10.16
1,204,24.13
1,204,35.56
1,204,53.975
1,204,46.355
1,204,22.86
1,204,63.5
1,204,33.02
1,204,81.28
1,204,35.56
1,204,27.94
1,204,45.72
1,204,7.62
1,204,7.62
1,204,35.56
1,205,7.62
1,205,30.48
1,205,7.62
1,205,35.56
1,205,99.06
1,205,55.88
1,205,45.72
1,205,19.05
1,205,7.62
1,205,53.975
1,205,45.72
1,205,7.62
1,205,33.02
1,205,44.45
1,205,53.975
1,205,33.02
1,205,99.06
1,205,7.62
1,205,81.28
1,205,7.62
1,205,99.06
1,205,33.02
1,205,53.975
1,205,10.16
1,205,7.62
1,205,35.56
1,205,10.16
1,205,30.48
1,205,10.16
1,205,53.975
1,206,35.56
1,206,35.56
1,206,33.02
1,206,24.13
1,206,55.88
1,206,35.56
1,206,7.62
1,206,45.72
1,206,63.5
1,206,7.62
1,206,35.56
1,206,7.62
1,206,30.48
1,206,63.5
1,206,15.24
1,206,44.45
1,206,99.06
1,206,99.06
1,206,33.02
1,206,35.56
1,206,19.05
1,206,22.86
1,206,10.16
1,206,22.86
1,206,7.62
1,206,81.28
1,206,27.94
1,206,15.24
1,206,53.975
1,206,7.62
1,207,7.62
1,207,7.62
1,207,33.02
1,207,50.8
1,207,33.02
1,207,8.89
1,207,22.86
1,207,7.62
1,207,7.62
1,207,45.72
1,207,35.56
1,207,63.5
1,207,81.28
1,207,10.16
1,207,46.355
1,207,19.05
1,207,22.86
1,207,15.24
1,207,10.16
1,207,10.16
1,207,15.24
1,207,15.24
1,207,10.16
1,207,33.02
1,207,40.64
1,207,7.62
1,207,50.8
1,207,50.8
1,207,7.62
1,207,81.28
1,208,19.05
1,208,7.62
1,208,24.13
1,208,7.62
1,208,53.975
1,208,30.48
1,208,81.28
1,208,22.86
1,208,10.16
1,208,15.24
1,208,33.02
1,208,8.89
1,208,30.48
1,208,7.62
1,208,15.24
1,208,7.62
1,208,7.62
1,208,7.62
1,208,10.16
1,208,10.16
1,208,10.16
1,208,33.02
1,208,45.72
1,208,27.94
1,208,40.64
1,208,10.16
1,208,10.16
1,208,40.64
1,208,7.62
1,208,10.16
1,209,22.86
1,209,19.05
1,209,99.06
1,209,19.05
1,209,35.56
1,209,22.86
1,209,33.02
1,209,33.02
1,209,45.72
1,209,24.13
1,209,50.8
1,209,50.8
1,209,15.24
1,209,33.02
1,209,7.62
1,209,30.48
1,209,7.62
1,209,7.62
1,209,35.56
1,209,46.355
1,209,27.94
1,209,44.45
1,209,33.02
1,209,55.88
1,209,44.45
1,209,19.05
1,209,35.56
1,209,46.355
1,209,33.02
1,209,7.62
1,210,15.24
1,210,7.62
1,210,40.64
1,210,50.8
1,210,63.5
1,210,8.89
1,210,7.62
1,210,33.02
1,210,33.02
1,210,33.02
1,210,7.62
1,210,99.06
1,210,30.48
1,210,33.02
1,210,40.64
1,210,27.94
1,210,81.28
1,210,35.56
1,210,44.45
1,210,30.48
1,210,7.62
1,210,22.86
1,210,10.16
1,210,7.62
1,210,24.13
1,210,8.89
1,210,33.02
1,210,7.62
1,210,7.62
1,210,45.72
1,211,15.24
1,211,8.89
1,211,33.02
1,211,33.02
1,211,24.13
1,211,46.355
1,211,19.05
1,211,50.8
1,211,8.89
1,211,7.62
1,211,44.45
1,211,24.13
1,211,10.16
1,211,40.64
1,211,33.02
1,211,7.62
1,211,24.13
1,211,99.06
1,211,7.62
1,211,7.62
1,211,55.88
1,211,53.975
1,211,8.89
1,211,15.24
1,211,53.975
1,211,45.72
1,211,7.62
1,211,40.64
1,211,40.64
1,211,15.24
1,212,53.975
1,212,45.72
1,212,35.56
1,212,40.64
1,212,50.8
1,212,10.16
1,212,53.975
1,212,10.16
1,212,35.56
1,212,99.06
1,212,46.355
1,212,7.62
1,212,45.72
1,212,30.48
1,212,46.355
1,212,27.94
1,212,24.13
1,212,33.02
1,212,40.64
1,212,35.56
1,212,33.02
1,212,30.48
1,212,19.05
1,212,10.16
1,212,19.05
1,212,46.355
1,212,99.06
1,212,19.05
1,212,40.64
1,212,22.86
1,213,7.62
1,213,63.5
1,213,63.5
1,213,50.8
1,213,24.13
1,213,33.02
1,213,35.56
1,213,46.355
1,213,15.24
1,213,33.02
1,213,53.975
1,213,30.48
1,213,10.16
1,213,35.56
1,213,10.16
1,213,55.88
1,213,40.64
1,213,7.62
1,213,35.56
1,213,53.975
1,213,45.72
1,213,50.8
1,213,24.13
1,213,45.72
1,213,55.88
1,213,35.56
1,213,19.05
1,213,33.02
1,213,10.16
1,213,24.13
1,214,7.62
1,214,15.24
1,214,33.02
1,214,81.28
1,214,33.02
1,214,15.24
1,214,10.16
1,214,22.86
1,214,8.89
1,214,45.72
1,214,10.16
1,214,10.16
1,214,7.62
1,214,33.02
1,214,50.8
1,214,7.62
1,214,45.72
1,214,22.86
1,214,50.8
1,214,7.62
1,214,33.02
1,214,50.8
1,214,8.89
1,214,35.56
1,214,7.62
1,214,63.5
1,214,45.72
1,214,19.05
1,214,50.8
1,214,19.05
1,215,8.89
1,215,53.975
1,215,27.94
1,215,40.64
1,215,33.02
1,215,63.5
1,215,7.62
1,215,53.975
1,215,7.62
1,215,81.28
1,215,63.5
1,215,7.62
1,215,15.24
1,215,10.16
1,215,45.72
1,215,81.28
1,215,8.89
1,215,10.16
1,215,15.24
1,215,33.02
1,215,15.24
1,215,33.02
1,215,7.62
1,215,63.5
1,215,35.56
1,215,46.355
1,215,53.975
1,215,63.5
1,215,45.72
1,215,35.56
1,216,45.72
1,216,10.16
1,216,7.62
1,216,19.05
1,216,81.28
1,216,10.16
1,216,22.86
1,216,40.64
1,216,40.64
1,216,35.56
1,216,99.06
1,216,10.16
1,216,50.8
1,216,35.56
1,216,7.62
1,216,63.5
1,216,7.62
1,216,7.62
1,216,10.16
1,216,35.56
1,216,10.16
1,216,15.24
1,216,8.89
1,216,8.89
1,216,53.975
1,216,99.06
1,216,7.62
1,216,40.64
1,216,81.28
1,216,33.02
1,217,63.5
1,217,30.48
1,217,45.72
1,217,30.48
1,217,7.62
1,217,10.16
1,217,7.62
1,217,19.05
1,217,40.64
1,217,7.62
1,217,55.88
1,217,27.94
1,217,27.94
1,217,45.72
1,217,33.02
1,217,46.355
1,217,50.8
1,217,33.02
1,217,33.02
1,217,53.975
1,217,40.64
1,217,44.45
1,217,19.05
1,217,44.45
1,217,24.13
1,217,15.24
1,217,7.62
1,217,33.02
1,217,7.62
1,217,50.8
1,218,33.02
1,218,7.62
1,218,8.89
1,218,40.64
1,218,40.64
1,218,15.24
1,218,35.56
1,218,8.89
1,218,35.56
1,218,15.24
1,218,10.16
1,218,33.02
1,218,81.28
1,218,7.62
1,218,63.5
1,218,15.24
1,218,24.13
1,218,8.89
1,218,40.64
1,218,27.94
1,218,7.62
1,218,7.62
1,218,19.05
1,218,24.13
1,218,33.02
1,218,35.56
1,218,45.72
1,218,27.94
1,218,99.06
1,218,40.64
1,219,10.16
1,219,50.8
1,219,81.28
1,219,81.28
1,219,44.45
1,219,7.62
1,219,35.56
1,219,81.28
1,219,19.05
1,219,40.64
1,219,24.13
1,219,15.24
1,219,30.48
1,219,35.56
1,219,27.94
1,219,33.02
1,219,19.05
1,219,8.89
1,219,10.16
1,219,10.16
1,219,55.88
1,219,19.05
1,219,33.02
1,219,33.02
1,219,33.02
1,219,15.24
1,219,10.16
1,219,30.48
1,219,40.64
1,219,53.975
1,220,35.56
1,220,33.02
1,220,45.72
1,220,19.05
1,220,35.56
1,220,35.56
1,220,33.02
1,220,7.62
1,220,40.64
1,220,33.02
1,220,7.62
1,220,15.24
1,220,40.64
1,220,33.02
1,220,7.62
1,220,53.975
1,220,7.62
1,220,22.86
1,220,50.8
1,220,30.48
1,220,24.13
1,220,63.5
1,220,33.02
1,220,24.13
1,220,99.06
1,220,33.02
1,220,46.355
1,220,10.16
1,220,10.16
1,220,30.48
1,221,24.13
1,221,10.16
1,221,40.64
1,221,40.64
1,221,35.56
1,221,53.975
1,221,19.05
1,221,40.64
1,221,7.62
1,221,33.02
1,221,81.28
1,221,19.05
1,221,35.56
1,221,99.06
1,221,35.56
1,221,22.86
1,221,19.05
1,221,7.62
1,221,40.64
1,221,27.94
1,221,8.89
1,221,63.5
1,221,40.64
1,221,7.62
1,221,45.72
1,221,33.02
1,221,7.62
1,221,7.62
1,221,8.89
1,221,46.355
1,222,45.72
1,222,7.62
1,222,44.45
1,222,7.62
1,222,19.05
1,222,33.02
1,222,40.64
1,222,33.02
1,222,45.72
1,222,19.05
1,222,35.56
1,222,22.86
1,222,63.5
1,222,22.86
1,222,33.02
1,222,44.45
1,222,33.02
1,222,15.24
1,222,15.24
1,222,15.24
1,222,30.48
1,222,8.89
1,222,35.56
1,222,7.62
1,222,7.62
1,222,40.64
1,222,35.56
1,222,35.56
1,222,15.24
1,222,27.94
1,223,10.16
1,223,30.48
1,223,7.62
1,223,33.02
1,223,7.62
1,223,33.02
1,223,7.62
1,223,33.02
1,223,81.28
1,223,22.86
1,223,7.62
1,223,10.16
1,223,99.06
1,223,40.64
1,223,33.02
1,223,7.62
1,223,46.355
1,223,33.02
1,223,99.06
1,223,7.62
1,223,99.06
1,223,7.62
1,223,55.88
1,223,40.64
1,223,22.86
1,223,63.5
1,223,40.64
1,223,10.16
1,223,81.28
1,223,7.62
1,224,40.64
1,224,46.355
1,224,44.45
1,224,10.16
1,224,33.02
1,224,33.02
1,224,30.48
1,224,40.64
1,224,63.5
1,224,55.88
1,224,50.8
1,224,35.56
1,224,15.24
1,224,7.62
1,224,7.62
1,224,7.62
1,224,10.16
1,224,10.16
1,224,7.62
1,224,7.62
1,224,15.24
1,224,63.5
1,224,35.56
1,224,55.88
1,224,7.62
1,224,8.89
1,224,7.62
1,224,27.94
1,224,27.94
1,224,7.62
1,225,8.89
1,225,7.62
1,225,33.02
1,225,8.89
1,225,33.02
1,225,33.02
1,225,53.975
1,225,22.86
1,225,53.975
1,225,22.86
1,225,15.24
1,225,44.45
1,225,46.355
1,225,15.24
1,225,45.72
1,225,7.62
1,225,7.62
1,225,7.62
1,225,45.72
1,225,7.62
1,225,8.89
1,225,50.8
1,225,7.62
1,225,63.5
1,225,7.62
1,225,7.62
1,225,35.56
1,225,7.62
1,225,33.02
1,225,30.48
1,226,19.05
1,226,7.62
1,226,7.62
1,226,45.72
1,226,7.62
1,226,35.56
1,226,81.28
1,226,7.62
1,226,99.06
1,226,35.56
1,226,33.02
1,226,15.24
1,226,81.28
1,226,7.62
1,226,63.5
1,226,35.56
1,226,33.02
1,226,30.48
1,226,15.24
1,226,30.48
1,226,15.24
1,226,45.72
1,226,53.975
1,226,33.02
1,226,19.05
1,226,22.86
1,226,40.64
1,226,7.62
1,226,15.24
1,226,19.05
1,227,45.72
1,227,15.24
1,227,7.62
1,227,44.45
1,227,81.28
1,227,35.56
1,227,81.28
1,227,15.24
1,227,30.48
1,227,40.64
1,227,53.975
1,227,10.16
1,227,99.06
1,227,7.62
1,227,7.62
1,227,33.02
1,227,19.05
1,227,22.86
1,227,10.16
1,227,35.56
1,227,7.62
1,227,27.94
1,227,22.86
1,227,7.62
1,227,33.02
1,227,99.06
1,227,27.94
1,227,33.02
1,227,10.16
1,227,40.64
1,228,35.56
1,228,40.64
1,228,7.62
1,228,55.88
1,228,40.64
1,228,40.64
1,228,33.02
1,228,10.16
1,228,45.72
1,228,24.13
1,228,7.62
1,228,46.355
1,228,7.62
1,228,27.94
1,228,7.62
1,228,35.56
1,228,15.24
1,228,55.88
1,228,7.62
1,228,27.94
1,228,7.62
1,228,33.02
1,228,33.02
1,228,8.89
1,228,99.06
1,228,7.62
1,228,24.13
1,228,8.89
1,228,33.02
1,228,7.62
1,229,27.94
1,229,8.89
1,229,7.62
1,229,63.5
1,229,15.24
1,229,35.56
1,229,24.13
1,229,46.355
1,229,8.89
1,229,40.64
1,229,8.89
1,229,7.62
1,229,40.64
1,229,44.45
1,229,40.64
1,229,45.72
1,229,63.5
1,229,27.94
1,229,81.28
1,229,27.94
1,229,40.64
1,229,19.05
1,229,63.5
1,229,19.05
1,229,46.355
1,229,8.89
1,229,63.5
1,229,50.8
1,229,33.02
1,229,8.89
1,230,7.62
1,230,35.56
1,230,35.56
1,230,22.86
1,230,40.64
1,230,24.13
1,230,33.02
1,230,19.05
1,230,22.86
1,230,19.05
1,230,7.62
1,230,81.28
1,230,35.56
1,230,10.16
1,230,7.62
1,230,8.89
1,230,7.62
1,230,7.62
1,230,99.06
1,230,33.02
1,230,24.13
1,230,30.48
1,230,7.62
1,230,8.89
1,230,63.5
1,230,35.56
1,230,27.94
1,230,27.94
1,230,10.16
1,230,27.94
1,231,7.62
1,231,22.86
1,231,10.16
1,231,10.16
1,231,10.16
1,231,55.88
1,231,35.56
1,231,35.56
1,231,7.62
1,231,27.94
1,231,53.975
1,231,8.89
1,231,40.64
1,231,33.02
1,231,55.88
1,231,40.64
1,231,10.16
1,231,35.56
1,231,10.16
1,231,7.62
1,231,7.62
1,231,33.02
1,231,10.16
1,231,81.28
1,231,33.02
1,231,35.56
1,231,7.62
1,231,35.56
1,231,33.02
1,231,10.16
1,232,7.62
1,232,63.5
1,232,63.5
1,232,10.16
1,232,46.355
1,232,7.62
1,232,15.24
1,232,15.24
1,232,46.355
1,232,44.45
1,232,19.05
1,232,53.975
1,232,22.86
1,232,7.62
1,232,33.02
1,232,35.56
1,232,7.62
1,232,24.13
1,232,7.62
1,232,50.8
1,232,40.64
1,232,55.88
1,232,24.13
1,232,50.8
1,232,53.975
1,232,99.06
1,232,40.64
1,232,63.5
1,232,24.13
1,232,7.62
1,233,7.62
1,233,40.64
1,233,7.62
1,233,40.64
1,233,10.16
1,233,10.16
1,233,46.355
1,233,81.28
1,233,7.62
1,233,81.28
1,233,40.64
1,233,35.56
1,233,22.86
1,233,7.62
1,233,55.88
1,233,30.48
1,233,55.88
1,233,7.62
1,233,33.02
1,233,22.86
1,233,8.89
1,233,55.88
1,233,35.56
1,233,7.62
1,233,24.13
1,233,33.02
1,233,35.56
1,233,50.8
1,233,35.56
1,233,40.64
1,234,63.5
1,234,35.56
1,234,40.64
1,234,53.975
1,234,27.94
1,234,40.64
1,234,46.355
1,234,30.48
1,234,44.45
1,234,55.88
1,234,7.62
1,234,55.88
1,234,44.45
1,234,7.62
1,234,19.05
1,234,7.62
1,234,81.28
1,234,35.56
1,234,7.62
1,234,35.56
1,234,53.975
1,234,7.62
1,234,40.64
1,234,19.05
1,234,35.56
1,234,27.94
1,234,33.02
1,234,45.72
1,234,30.48
1,234,10.16
1,235,7.62
1,235,81.28
1,235,63.5
1,235,53.975
1,235,33.02
1,235,63.5
1,235,24.13
1,235,7.62
1,235,7.62
1,235,50.8
1,235,33.02
1,235,50.8
1,235,33.02
1,235,7.62
1,235,63.5
1,235,35.56
1,235,33.02
1,235,24.13
1,235,7.62
1,235,35.56
1,235,33.02
1,235,33.02
1,235,44.45
1,235,7.62
1,235,53.975
1,235,81.28
1,235,46.355
1,235,24.13
1,235,53.975
1,235,7.62
1,236,55.88
1,236,33.02
1,236,24.13
1,236,81.28
1,236,40.64
1,236,63.5
1,236,7.62
1,236,30.48
1,236,40.64
1,236,50.8
1,236,7.62
1,236,53.975
1,236,55.88
1,236,30.48
1,236,35.56
1,236,50.8
1,236,10.16
1,236,33.02
1,236,24.13
1,236,40.64
1,236,45.72
1,236,30.48
1,236,19.05
1,236,7.62
1,236,27.94
1,236,22.86
1,236,10.16
1,236,7.62
1,236,10.16
1,236,27.94
1,237,27.94
1,237,10.16
1,237,8.89
1,237,35.56
1,237,46.355
1,237,8.89
1,237,7.62
1,237,55.88
1,237,19.05
1,237,15.24
1,237,63.5
1,237,46.355
1,237,99.06
1,237,40.64
1,237,53.975
1,237,44.45
1,237,81.28
1,237,24.13
1,237,40.64
1,237,7.62
1,237,19.05
1,237,33.02
1,237,7.62
1,237,33.02
1,237,7.62
1,237,10.16
1,237,27.94
1,237,33.02
1,237,30.48
1,237,35.56
1,238,30.48
1,238,46.355
1,238,7.62
1,238,33.02
1,238,40.64
1,238,33.02
1,238,22.86
1,238,53.975
1,238,53.975
1,238,33.02
1,238,10.16
1,238,7.62
1,238,27.94
1,238,24.13
1,238,40.64
1,238,40.64
1,238,35.56
1,238,35.56
1,238,46.355
1,238,50.8
1,238,27.94
1,238,8.89
1,238,22.86
1,238,44.45
1,238,33.02
1,238,30.48
1,238,15.24
1,238,7.62
1,238,10.16
1,238,55.88
1,239,99.06
1,239,40.64
1,239,33.02
1,239,40.64
1,239,7.62
1,239,8.89
1,239,99.06
1,239,8.89
1,239,35.56
1,239,24.13
1,239,63.5
1,239,99.06
1,239,7.62
1,239,35.56
1,239,7.62
1,239,81.28
1,239,63.5
1,239,7.62
1,239,7.62
1,239,50.8
1,239,99.06
1,239,99.06
1,239,22.86
1,239,50.8
1,239,24.13
1,239,7.62
1,239,7.62
1,239,55.88
1,239,99.06
1,239,33.02
1,240,8.89
1,240,15.24
1,240,63.5
1,240,8.89
1,240,35.56
1,240,7.62
1,240,33.02
1,240,22.86
1,240,7.62
1,240,33.02
1,240,7.62
1,240,55.88
1,240,33.02
1,240,45.72
1,240,33.02
1,240,7.62
1,240,33.02
1,240,45.72
1,240,99.06
1,240,99.06
1,240,33.02
1,240,10.16
1,240,24.13
1,240,19.05
1,240,33.02
1,240,44.45
1,240,27.94
1,240,55.88
1,240,50.8
1,240,7.62
1,241,15.24
1,241,7.62
1,241,40.64
1,241,33.02
1,241,15.24
1,241,7.62
1,241,27.94
1,241,55.88
1,241,33.02
1,241,33.02
1,241,7.62
1,241,99.06
1,241,35.56
1,241,35.56
1,241,7.62
1,241,33.02
1,241,35.56
1,241,10.16
1,241,99.06
1,241,10.16
1,241,30.48
1,241,8.89
1,241,7.62
1,241,7.62
1,241,44.45
1,241,7.62
1,241,7.62
1,241,63.5
1,241,40.64
1,241,50.8
1,242,40.64
1,242,33.02
1,242,10.16
1,242,15.24
1,242,45.72
1,242,33.02
1,242,22.86
1,242,50.8
1,242,81.28
1,242,63.5
1,242,35.56
1,242,33.02
1,242,30.48
1,242,44.45
1,242,8.89
1,242,99.06
1,242,10.16
1,242,22.86
1,242,81.28
1,242,44.45
1,242,22.86
1,242,7.62
1,242,99.06
1,242,50.8
1,242,99.06
1,242,40.64
1,242,35.56
1,242,63.5
1,242,27.94
1,242,27.94
1,243,33.02
1,243,30.48
1,243,22.86
1,243,27.94
1,243,10.16
1,243,10.16
1,243,8.89
1,243,27.94
1,243,8.89
1,243,30.48
1,243,27.94
1,243,22.86
1,243,55.88
1,243,27.94
1,243,45.72
1,243,55.88
1,243,55.88
1,243,27.94
1,243,10.16
1,243,15.24
1,243,44.45
1,243,10.16
1,243,22.86
1,243,46.355
1,243,19.05
1,243,40.64
1,243,40.64
1,243,22.86
1,243,35.56
1,243,81.28
1,244,7.62
1,244,46.355
1,244,7.62
1,244,40.64
1,244,15.24
1,244,7.62
1,244,24.13
1,244,33.02
1,244,53.975
1,244,7.62
1,244,40.64
1,244,81.28
1,244,45.72
1,244,8.89
1,244,53.975
1,244,53.975
1,244,7.62
1,244,19.05
1,244,8.89
1,244,40.64
1,244,99.06
1,244,50.8
1,244,7.62
1,244,22.86
1,244,8.89
1,244,63.5
1,244,81.28
1,244,50.8
1,244,10.16
1,244,30.48
1,245,55.88
1,245,55.88
1,245,35.56
1,245,8.89
1,245,7.62
1,245,50.8
1,245,7.62
1,245,10.16
1,245,33.02
1,245,22.86
1,245,40.64
1,245,10.16
1,245,33.02
1,245,7.62
1,245,7.62
1,245,99.06
1,245,40.64
1,245,45.72
1,245,7.62
1,245,10.16
1,245,33.02
1,245,33.02
1,245,15.24
1,245,50.8
1,245,24.13
1,245,55.88
1,245,53.975
1,245,45.72
1,245,15.24
1,245,7.62
1,246,10.16
1,246,53.975
1,246,15.24
1,246,15.24
1,246,30.48
1,246,10.16
1,246,63.5
1,246,19.05
1,246,40.64
1,246,30.48
1,246,35.56
1,246,40.64
1,246,10.16
1,246,33.02
1,246,55.88
1,246,45.72
1,246,30.48
1,246,7.62
1,246,27.94
1,246,33.02
1,246,81.28
1,246,55.88
1,246,81.28
1,246,30.48
1,246,30.48
1,246,53.975
1,246,40.64
1,246,81.28
1,246,7.62
1,246,15.24
1,247,19.05
1,247,30.48
1,247,19.05
1,247,35.56
1,247,7.62
1,247,40.64
1,247,81.28
1,247,35.56
1,247,46.355
1,247,24.13
1,247,53.975
1,247,40.64
1,247,7.62
1,247,33.02
1,247,40.64
1,247,40.64
1,247,27.94
1,247,27.94
1,247,55.88
1,247,7.62
1,247,27.94
1,247,30.48
1,247,50.8
1,247,30.48
1,247,63.5
1,247,7.62
1,247,40.64
1,247,7.62
1,247,27.94
1,247,55.88
1,248,63.5
1,248,7.62
1,248,22.86
1,248,33.02
1,248,10.16
1,248,35.56
1,248,35.56
1,248,45.72
1,248,8.89
1,248,35.56
1,248,10.16
1,248,7.62
1,248,45.72
1,248,45.72
1,248,81.28
1,248,27.94
1,248,55.88
1,248,33.02
1,248,30.48
1,248,19.05
1,248,7.62
1,248,44.45
1,248,24.13
1,248,30.48
1,248,10.16
1,248,55.88
1,248,40.64
1,248,40.64
1,248,63.5
1,248,35.56
1,249,10.16
1,249,55.88
1,249,7.62
1,249,35.56
1,249,55.88
1,249,53.975
1,249,7.62
1,249,53.975
1,249,24.13
1,249,99.06
1,249,8.89
1,249,7.62
1,249,7.62
1,249,7.62
1,249,44.45
1,249,7.62
1,249,33.02
1,249,7.62
1,249,55.88
1,249,63.5
1,249,35.56
1,249,44.45
1,249,8.89
1,249,33.02
1,249,50.8
1,249,30.48
1,249,33.02
1,249,63.5
1,249,53.975
1,249,8.89
1,250,33.02
1,250,27.94
1,250,7.62
1,250,8.89
1,250,24.13
1,250,40.64
1,250,24.13
1,250,33.02
1,250,33.02
1,250,10.16
1,250,24.13
1,250,35.56
1,250,40.64
1,250,33.02
1,250,46.355
1,250,40.64
1,250,40.64
1,250,15.24
1,250,40.64
1,250,8.89
1,250,7.62
1,250,63.5
1,250,7.62
1,250,33.02
1,250,7.62
1,250,99.06
1,250,24.13
1,250,45.72
1,250,99.06
1,250,7.62
1,251,40.64
1,251,40.64
1,251,33.02
1,251,7.62
1,251,7.62
1,251,10.16
1,251,33.02
1,251,45.72
1,251,7.62
1,251,46.355
1,251,35.56
1,251,30.48
1,251,15.24
1,251,35.56
1,251,33.02
1,251,10.16
1,251,50.8
1,251,35.56
1,251,8.89
1,251,15.24
1,251,24.13
1,251,55.88
1,251,7.62
1,251,7.62
1,251,10.16
1,251,44.45
1,251,27.94
1,251,24.13
1,251,7.62
1,251,55.88
1,252,40.64
1,252,33.02
1,252,8.89
1,252,27.94
1,252,55.88
1,252,99.06
1,252,44.45
1,252,33.02
1,252,33.02
1,252,99.06
1,252,7.62
1,252,53.975
1,252,30.48
1,252,7.62
1,252,53.975
1,252,46.355
1,252,33.02
1,252,7.62
1,252,81.28
1,252,35.56
1,252,44.45
1,252,27.94
1,252,7.62
1,252,19.05
1,252,35.56
1,252,33.02
1,252,10.16
1,252,24.13
1,252,35.56
1,252,33.02
1,253,22.86
1,253,33.02
1,253,33.02
1,253,63.5
1,253,27.94
1,253,53.975
1,253,33.02
1,253,33.02
1,253,46.355
1,253,10.16
1,253,27.94
1,253,45.72
1,253,7.62
1,253,40.64
1,253,15.24
1,253,33.02
1,253,44.45
1,253,63.5
1,253,40.64
1,253,24.13
1,253,35.56
1,253,10.16
1,253,22.86
1,253,35.56
1,253,15.24
1,253,81.28
1,253,35.56
1,253,7.62
1,253,40.64
1,253,44.45
1,254,27.94
1,254,33.02
1,254,7.62
1,254,55.88
1,254,35.56
1,254,22.86
1,254,50.8
1,254,10.16
1,254,50.8
1,254,7.62
1,254,40.64
1,254,10.16
1,254,53.975
1,254,40.64
1,254,45.72
1,254,55.88
1,254,40.64
1,254,33.02
1,254,7.62
1,254,44.45
1,254,55.88
1,254,44.45
1,254,35.56
1,254,7.62
1,254,35.56
1,254,7.62
1,254,35.56
1,254,45.72
1,254,35.56
1,254,99.06
1,255,81.28
1,255,10.16
1,255,7.62
1,255,99.06
1,255,10.16
1,255,7.62
1,255,99.06
1,255,33.02
1,255,50.8
1,255,10.16
1,255,99.06
1,255,7.62
1,255,55.88
1,255,10.16
1,255,10.16
1,255,44.45
1,255,63.5
1,255,44.45
1,255,7.62
1,255,15.24
